BIOCHEMICAL,SUB_PATHWAY,B141,B143,B145,B147,B149,B151,B153,B155,B157,B159,B161,B163,B165,B167,B171,B173,B175,B177,B179,B181,B101.0,B103.0,B105.0,B107.0,B109.0,B111.0,B113.0,B115.0,B117.0,B119.0,B121.0,B123.0,B127.0,B131.0,B133.0,B135.0,B137.0,B139.0,B101,B103,B105,B107,B109,B111,B113,B115,B117,B119,B121,B123,B127,B131,B133,B135,B137,B139
serotonin,Tryptophan Metabolism,24683896,25392074,17569338,20310060,30002538,10820838,19570756,34712180,13590336,26660040,14796244,27046068,18949202,24487554,44491996,28136772,18386416,22982136,22488400,31829820,20695808,27805832,27228806,5014626,30929882,17422284,36390216,47661288,24748028,27561666,24177676,16267796,27111086,31738772,14335307,17660356,16763933,34949168,23683532,37912336,33902016,3610722,23542644,29085114,37757856,54344000,32918528,21769756,28387908,13248344,25442800,46896572,22474094,21640636,25062812,23361488
tryptophan betaine ,Tryptophan Metabolism,38884968,25974204,29670972,49022752,23705616,44708284,53195400,35290424,49403500,113760872,14192512,40070348,58884704,22816346,112798088,10692807,21848644,39379200,77617800,264277792,968698.94,38378480,116331728,24243836,148737216,72898448,196756064,12238872,11028208,1799506,270979296,664199,7395593,588897,13851337,15758480,32562302,149424272,613215,31243332,151825744,26243626,111532240,70589936,175936480,8432819,28756332,817927,301871200,372468,2673795,507144,8670380,13459460,69163416,138503680
C-glycosyltryptophan,Tryptophan Metabolism,649039,744588,835553,997494.94,1016223,757279,594407,690290,512368,663963,847577,806805.06,608870,753431,901603,614666,579679,837205,738916,758777.94,559711,666812,980905,741208.06,975021.06,580748,934444,735432,659875,804664,744493.06,622434,570597,758527,789484,665961,787484,874061,662298,697251,782466.06,618405,779098,680086,688290,823409,700282,527831,583152,402871,651510,751915.06,919871,671036,735597,825929
thioproline,Tryptophan Metabolism,20223260,28909224,18976236,31077528,25934228,17963564,18002300,18697700,6612650.5,22340652,15237216,24082862,14164107,16681635,18707892,18064462,19006388,19623726,23605960,23131814,20645576,14775287,25341972,13593896,19618736,16130467,21152968,18431824,18253516,15591867,24151604,18043756,20251320,18435072,18934812,16835490,14290259,23068014,26035708,18324480,20378588,18162828,21750372,18404132,18657712,21476240,16295594,14965190,16676183,8445795,15174856,20119220,25383434,16423886,22135216,23554274
leucine,"Leucine, Isoleucine and Valine Metabolism",1416575744,1291488768,942969088,1202539392,1374683776,1858401280,1074651520,1059362688,945697600,1071931904,1158720128,1297454720,933288128,1054699328,1014708416,1357051008,1194200192,1098347264,1061185664,1056840384,1416095232,911971392,1444909696,1693464960,1079081216,1080751872,850115840,1070590656,1605803776,1929933568,1150974208,999020160,1064933184,1210422784,1154410752,1378828032,1090328064,911329536,1713376384,1097686912,1602098816,1300471424,1520770304,1146968448,1125386624,926851008,1510155008,1024675328,1474246912,738083904,1193086208,1065900928,1145028992,1275679360,922069184,1303562240
4-methyl-2-oxopentanoate,"Leucine, Isoleucine and Valine Metabolism",43164196,48438868,29126790,38144048,31716764,52528504,46223396,26872300,37308872,36285888,43100196,34068256,29896128,39626712,31262088,40043192,24804608,40321344,31001064,24123096,46948608,33810908,45423884,37417936,40069440,41991164,22731152,37197396,43854336,44675556,37314344,25895332,32714482,40917728,27367796,41046624,28377320,24355668,58385136,33587048,45158664,24735570,48329148,33216460,40190880,38346380,42828152,23770534,42764044,17451932,49423376,41610320,35412976,39955420,26839976,28763392
isovalerylcarnitine (C5),"Leucine, Isoleucine and Valine Metabolism",4548864,5619189,2681315,3940921,9342673,4891778,3318413.75,4322823,3902478.75,2840483,3112416,2357841,3121003,3058839,4204139,3034619,2194692,3318431,2966244,1006650,7071117,1159210,4665184,4129306.75,3206738,2234747,1653102,3303159,3285853,3624785,1689822.88,4111706.75,1703439.13,2664633,3201504,4055500,1185786,2024872,6097840,1035900,3339959.75,3045237,3213086.75,2625438,4427433,3059907,3614541,2480046,5403814,2464565,1978603,2139818,5230161,4133372.75,2098261,2393561
beta-hydroxyisovalerate,"Leucine, Isoleucine and Valine Metabolism",12601418,5475734,3114734,4040751,4251402,6040932,3576858,4977262.5,4287595,4201931,3907446,5347112,3273251.75,5704802,4012636,5494604,3886076,8744016,6180798,6421088.5,4864606,1856495,3774281,7714253,3800382,3459742,4075554,8554741,15161717,5051872,4277067,4087119,9626130,5078090.5,2831629,8975452,3348020,3399829,6715003,1863939,2718876,6647098,5889604.5,3870813,6746659,6094103,11538877,2249021,6455593,2271590,13416722,4563368,3356873,5869239,3029913,3572336
3-methylglutaconate,"Leucine, Isoleucine and Valine Metabolism",898754,658809,323704,418597,604841,472868,763534,1415941,640605,839963,659467,539200,321353,476140,599054,352587,747347,732842,625867,1509645,744015,311191,494682.03,529124,562129,361420,803859.06,679388.94,154232,500332,593451,437559,673561,463271,390426,290367,826782,433052,781633,334247,241596,395680,610903,450069,531525,350109,234662,814960,667347,367767,385570,666086,441682,279218,332278,257788
alpha-hydroxyisovalerate,"Leucine, Isoleucine and Valine Metabolism",5468539,4043529,3298428,4286466,3411921.75,8152682,4919620,4371892,3552076,6451375,6951828,8210541,3197500.75,3488023,3953248,3538137,3493835,5659716,5930363,2736986,4184217,3492456,3407667.75,4072440,3079613,3492039.75,8495174,5501894,6481252,5183344,5538942,5028396,5470637,6322025,4732365,7030028,3706992,4922825,5793207,4142000,3579350,1857458,3790495,4336960,12345669,5625650,6839235,1789690.13,5160906.5,1815761,5784389,5404923,4163647,4814261,3967410,7006495
methylsuccinate,"Leucine, Isoleucine and Valine Metabolism",1280771,1136423,1438389.88,573155,1563469,1375252,1266966,1229289,1196095,1489979.88,1283699,1227644,1310403,1502885,1803866,1190504,1368263,1931930,1168973,889318,572641,564134,455744,675423,715609,1193242,830169,542454,1049348,1258222,1484611,1425092,400584,770959.94,509065,1174173,795794,588282,1474857,1291598,1189314,1171504,1486601,2296172,1585690,1942901,1840154,1130053,1788874,1048692,1799746,1760460.88,1300305,1699738,1788289,1561598
isoleucine,"Leucine, Isoleucine and Valine Metabolism",1177324544,954039168,725927168,970786304,1038389248,1323010560,772144320,752000896,697482304,816167808,994858496,1079087744,686026688,734413824,678004416,956271936,846079936,811460992,780951680,792755008,1110268160,756895552,1053498176,1312831488,818992192,882572480,787593792,882893888,1223450752,1516502400,930132032,745925440,804771904,848840512,890030720,1057647168,806039168,890932032,1394718720,871868672,1160103808,827566016,1131615744,995413696,920405568,639570880,997298560,761534592,1325308928,486340896,968732608,804485312,895352256,928489984,722765312,1059315136
3-methyl-2-oxobutyrate,"Leucine, Isoleucine and Valine Metabolism",9521378,11004234,6753701,8196257,7014272,10214513,9802478,6647636,8316640,8937136,11267982,7929545,7621521,8774434,8914470,9498656,5962152,7995539,8191616,5643663,10131446,7595197,8678941,7945556,8652544,9426316,6273824,8761959,10027990,8851630,10168063,6103413,7588045,11193579,6469380,8991809,8059751,7493966,12687527,7735910,8478991,3634372,9809087,7849001,11124251,9913754,10700588,5727073,10550350,4447481,11105552,8976503,8331249,7682651,6052235,6834362
3-methyl-2-oxovalerate,"Leucine, Isoleucine and Valine Metabolism",26065836,28043120,16216802,24458224,17792910,29345484,21643018,14364900,20900220,19223212,26975072,21527896,16851756,20400904,16252511,21424970,14768293,21109052,16978814,13606247,26488322,20074196,26011912,25310760,23516870,25660846,17665694,22607564,26283064,25779796,23646708,16080496,18454652,21905572,15993240,25990550,16867096,19956796,38823972,20685650,23666542,11955757,28333428,23415914,24413060,20134738,24495800,13769244,30879030,9335745,28497444,23312140,21891660,21525030,15571853,19486524
2-methylbutyroylcarnitine (C5),"Leucine, Isoleucine and Valine Metabolism",1693340,1289175,1176283,1291986,1217504,2019103,1194232,1950395,689834,831694,929488,976620,823310,890217,1000904,772569,745348,1410524,1246743,691288,2056961,857065,1304401,1029059,998828.06,1024478.06,845539,1271280,952898,1150152,877483,1040223,794595,969725,867246,1173577,667011,786757,2638353,437142,1076028,435653,1321663,866029,978606.06,769975,814154,803099,2103144,525493,871503,780094,1036741,901971,708347,920886
tiglyl carnitine (C5),"Leucine, Isoleucine and Valine Metabolism",1085500,1508186,1067848,1658331,2328375,3761486,1485908,1713179,755606,1007796,965003,781060,1076562,1290251,1324397,1270193,689213,3481503,1820243,463300,1162454,633709,720338,953472,893729,913333,220116,919517,981028,2052513,609411,689540,777252,1297531,1207815,1749338,418099,517351.03,1948007,230228,631115,379604,1375762,642865,310557,928235.94,771829,917258,1530228,778592,670147,846770,1316949,855598,556045,549062
2-hydroxy-3-methylvalerate,"Leucine, Isoleucine and Valine Metabolism",492473,379293,319476,341411,236574,634832,361050.97,286138,268603,388011,598802,822331,202149,287846,328249,237686,217786,348169,279088,511127,327067,290669,295183,513911,291923,325363,694076,539186,424580,405896,372372,168939,350194,303844,265704,503627.03,179722,340541,549074,334213,338603,191421,433313.03,423705,914294,318807,360712,143697,575161,,468131,375192.03,311033,452317.97,246057,691576
3-hydroxy-2-ethylpropionate,"Leucine, Isoleucine and Valine Metabolism",1160502,1486982,1209924,1267193,1323723,2007933,2311852,1804585,1311514,1850819,1336608,1709100.13,914769,1488337,1920546,1706502,565020,2628366.75,1546061,943260,2851321,1070472,1563684,3120292,1419442,1495802,627984,1483905,1928989,1673202,1208220,830826,1355337,963691,876534,870810,1129957,710466,3208268,753361,1099989,486833,1910160,1137958,724309,1090937,1453713,977149,1453928,536007,1139797,1279478,1107826,716996,981478,562143
ethylmalonate,"Leucine, Isoleucine and Valine Metabolism",5727092,16350839,7588548,7618788.5,14492296,6127516,6508528,6336720,5345213,6935009,8039358,4588797,5287119,7392560,5899249.5,10822635,3476456,5273956,3097558,4577118,4037134,6494732,3827210,6567235,5649514,3931452,11126047,15148643,3482850,4141632,3887227,10029516,3118012,3798317,2346419,2366564,9340262,5403562,4714515,3950773,3603527,3760443,5779850,10990469,7518190,12259274,4718106,2040124,3014714,5449797,2779113,3495679,3324720,2244985,8874197,3251981
valine,"Leucine, Isoleucine and Valine Metabolism",1605414784,1325367168,944166784,1215451520,1473751680,1894029184,1313467264,1219455744,833511680,1280774272,1421751168,1240390528,973046720,1047737344,1067528192,1420579456,1177109632,1129572992,1219474560,1072483648,1479513984,979200576,1463985536,1461181184,1137408768,1121243136,888105856,1408308096,1621289472,2099152384,1267627904,1026758656,1064636288,1451123456,1250092032,1336529664,1205045248,1134848768,1954713728,1048535232,1471156992,887197184,1685209984,1051976000,1402962944,1018376064,1702081536,1042452224,1807587584,653073856,1257909504,1256086912,1225741952,1273334016,1007196096,1363250688
isobutyrylcarnitine (C4),"Leucine, Isoleucine and Valine Metabolism",8601964,12488186,4011762,7791432,12602609,17918404,16793224,35733220,6080680,6194408,8664833,7349987,10318305,6703618,10000344,5412923,9965001,28417508,20545676,3249704,19235856,6136339,7412760,20100532,8394379,8409362,5698814,6892817,7355257,21067982,13205996,14219806,12742114,19371336,9262856,4934271,3489985,7123849,33272188,3577567,5688064,9564686,9723714,8171706,9340571,6276114,8546775,12650127,29742352,9642688,10198520,12012358,9645178,6140011,4738678,4749447
3-hydroxyisobutyrate,"Leucine, Isoleucine and Valine Metabolism",12183220,13442741,5213967,7188777,9528891,16691583,10255476,10663546,13843552,12136459,10111618,6914057,6921045,9662557,6182302,6076406,5023962,10345408,7753213,4601257,29742404,9042160,9623378,11526516,7626072,7948896,8518503,8417834,7113407,50073340,7069828,7115887,7150825,8667685,4285638,9275245,4539980,4477770,22383082,3988856,10673881,3670217,11278797,4142937,8872320,8845841,9934305,8407468,14100354,3804209,7581355,7111601,8563055,6099483,3393900,3841794
methionine,"Methionine, Cysteine, SAM and Taurine Metabolism",410079552,363194560,350511648,394567264,360852800,469443456,308500928,307068960,203912320,286929248,349848288,338399392,313297120,325503328,295877088,353832128,270106432,272972800,335004032,361295744,230734128,447508032,372285472,278244032,287962464,288834112,245202832,348933568,361003904,224475296,292536128,285581888,314716832,276483200,334653888,424821312,253260960,308946944,243313040,451009632,451625664,374136096,333689120,341959008,275994336,294129024,359116960,304018048,307128736,186320496,393233760,276752096,346264480,457081664,293197184,374360928
N-acetylmethionine,"Methionine, Cysteine, SAM and Taurine Metabolism",299164,270962,289632,304191,368141,333629,243971,445231,215002,207066,377003,326546,229872,379436,356188,309195,219680,375935,234147,236059,351408,342594.03,328032.97,392637,396141.97,238472,354670,327984,180448,318013,327586,324551,270299,300885,314593,244352,317729.97,365336.97,269353,283714,298727,306899,410315,311979,296571,284603,197202.98,220652,422869,139654,281782,270282,315298,231299,262859,301863
N-formylmethionine,"Methionine, Cysteine, SAM and Taurine Metabolism",484424.97,476478.97,435021,366303,619545,584485,473472.03,587288,263254,365264,538342,651005,406198,550580,545724,442193,299504,591979,397935,426726,457517,450429,477451,439394,414744,453492,555178,485066.97,338222,504158,545216,548813,424359,365712,440198,412033,388601,548051,507487,481341,484939.97,437098,469683,636648,518749.03,435010,303928,315250,640049,250806.98,483598.03,380692,502788,425436,503893,485707.03
methionine sulfone,"Methionine, Cysteine, SAM and Taurine Metabolism",1608036,1557681,4148563,4405794,1415842,1928188,2066889,2351517,628972,1656337,1767326.88,1573646,853957,1949569,2222049,813807.06,720302,1456306,2118576,1192166,2466841,1279086,1481446,2817910,1063195,1634321,1212760,1344770,1366579,1449265,1008703,2260003,1286232,1486161,2196955,950570.94,1179897,872366,3857143,799561,1462780,1108724,1116189,2914384,969723.06,1783322,984670,1296754,643450,950629,1346266,1537139,2487379,892574,1514563.13,1326632
methionine sulfoxide,"Methionine, Cysteine, SAM and Taurine Metabolism",4607508,5165423,5281153.5,6525058,6065690,5310934.5,6589825,5119323,3015138,3741229,5449160,3644757.25,3549306,4844999,5579062,6602946.5,5568039,5619531,4416093,4706215,3139989,7367778,4761894,3600596,5104068,2973570,3981977,6874150,4259965,4013378.75,4044963,6836971,3682342,3312300,7192376,3480170,6067489,5285537.5,5522451,5850219.5,5968973,7478779.5,6262733,4359295,4229916,7746890.5,4399851,5507694,5649506,2512780,5000464,3324126,6515496,5975095,3852213,7563891
alpha-ketobutyrate,"Methionine, Cysteine, SAM and Taurine Metabolism",2176660,3436091,1080234,2437732,1622882,3225476,2132323,2490180,3002658,3560865,3079041,1821488,2177925,2333265,3652774,2207302,1823084,4316588,3239817,890620,3367153,745804,3307750,2441138,1651567,3534867,1976142,1222455,3804939,6588892,1792927,1046044,1767771.13,2326260,1589714,4711898,3305074,1607127,4296425,952964,4270048,609956,2625159,1173744,4908365,1736684.88,5983590,1812378,4441165,963350,3570586,2801735,3286141.75,911552,1545824,816637
