BIOCHEMICAL,SUB_PATHWAY,B141,B143,B145,B147,B149,B151,B153,B155,B157,B159,B161,B163,B165,B167,B171,B173,B175,B177,B179,B181,B101.0,B103.0,B105.0,B107.0,B109.0,B111.0,B113.0,B115.0,B117.0,B119.0,B121.0,B123.0,B127.0,B131.0,B133.0,B135.0,B137.0,B139.0,B101,B103,B105,B107,B109,B111,B113,B115,B117,B119,B121,B123,B127,B131,B133,B135,B137,B139
N-acetylphenylalanine,Phenylalanine and Tyrosine Metabolism,401222,698980,459230,104125,891759,270035,435895,676064,825502,509654.9688,220579,377745,180024,1230049,616748,649041,486897,527714,270976,162376,327098,117900,652854,184811,1218838,12767895,702578,9835191,608230,361241,1225252,635873,1908340.125,240833,176943,383259,400335,689706,217072,194663,724322,409347,738838,934927,530515,565713,225382,247837.9844,1019791.063,415361,716858,393577,68735,453365,250455,213340
N-methylphenylalanine,Phenylalanine and Tyrosine Metabolism,420257,2937970,720476,151427,513001,2368458,5764677,1037360,498480,1425108,4211283,882515,191230,1070986,132036,2048108,795125,2569694,4502031,710476,548215,508557,578246,107289,632380,1346018,1963260,,,760541,121703,507407,4113520,1903751,980914,800480,1003508,6512434,1935594,771764,1036983,6160767,339757,2102215,681452,659107,1802625,5372448,3296982,201721,1240029,4663957,105071,1601597,1312300,2837955.25
phenylpyruvate,Phenylalanine and Tyrosine Metabolism,268802,509053,372496,408501,127984,107796,323717,271767,189426,362760,376821.0313,618864,200495,457185.0313,847609,268434,364247,222931,222626.0156,315124,986268,74253,884267.9375,362960.9688,134098,208923,279292,227478.0156,219088.0156,443219,2491170,513485,124506,370371,162649,324792,61542.9961,366519.9688,520460,72922,340792,1307850,310834,415978.9688,469848,744355.0625,103959,131153,172596.9844,206039,166959,290617,363695,456756,397882,183128
phenyllactate (PLA),Phenylalanine and Tyrosine Metabolism,1428917,2078080.125,1724738,271656,1726959,809722.9375,3544402,3815799,582623,5863810,224085.9844,1344873,931578.9375,2466466,2407184,1619551,1930318,1275439,1573420,921056,846679,107475,3601423.25,1777482,734128,596422,684462,4078825,608612,1063832,920900.0625,8811243,299413,763194,1497612,5052364,852821,649480,2877004,345729,2933267,2382628,2171158,1837962,1099893,5101155,930624,950202,1144466,17205040,1569388,830713,1587800,2860908,2713751,1169155
phenethylamine,Phenylalanine and Tyrosine Metabolism,172885,521646,869928,676804,673484,434917,210968,213696,805049,258770.0156,508063.9688,680155,298841,243423,531577,255241,495814.0313,212905,371104,264156,212009,1309452,823216,357546,1492607,907645,890772.9375,4305246,1038248,283383,1917509.125,376556,291254,328641,635378,448355,336962,401066,155815,172587,223586,401881,653306,353697,341484,377388,372398,598693,646227,154954,341218,435242,890947,546004,194117,425017
phenylacetate,Phenylalanine and Tyrosine Metabolism,12073675,31158040,22160908,14415643,7042169,13027916,14229388,9019614,1727371,5281680,12581261,15556413,19943692,45524848,41048340,5902468,31716272,10225658,19053176,5398864,22180948,7699288,28702646,28657292,28283332,110752576,8569014,2278206,29554328,25464892,29777830,16567618,27698604,37212688,10518274,10331367,10324486,11938369,19376154,13029053,12936526,24187714,25768496,59911384,10506075,7074869,31075624,15293247,87390400,3696186,19281168,32828244,9815554,6338841,6992171,35409872
4-hydroxyphenylacetate,Phenylalanine and Tyrosine Metabolism,547966,1286812,888877,223774,436296,552774,1332500,1234131,1082192,2420579,462784,845594,405396,1958209,432678,651754,903774,1679037,130917.0078,2464832,2176657,713814,2434483,881195,1840154,3180468,265527,5023686,1386973,587180,1211748,3984145,1265051,1374071,454745,1584571,20498974,629778,1522906,309101,3417865,226252,831155,878921,749653,4853455,2338510,233338,1282081,3465640,232507,2210745,256817,2131661,723580,690094
3-hydroxyphenylacetate,Phenylalanine and Tyrosine Metabolism,468490,5871045,2632004,,,,3364534,1115638,,1766837,,,,2359500,469924,921384,1145971,2864652.75,,3570417.75,4844128,,1000511,,279696,591636,,,214824,1308598,218268,34247940,1259183,3010582,723271,2042024,1256452,2214986,5288533,488038,1011872,,,760259,3798908,1252039,1793560.875,652531,417928,45703212,2118241,2271531,,1493860,835903,2624417
tyrosine,Phenylalanine and Tyrosine Metabolism,319028000,233045248,230891376,142042528,145365584,136272592,153966112,330016736,206725984,269967392,121933136,183711456,127750136,169777888,194501536,234950848,268268832,94636312,182514032,179896928,317725920,144288256,413692032,193160112,166540160,150972000,205068832,318152544,172261408,184575152,160793936,269982944,169193952,192536176,142792016,211180080,169002400,178674896,154066640,93440384,222329440,205064368,132276984,244110400,217744032,247171536,165649504,127503128,109396704,208058544,221331072,163376736,99328664,265313552,246027776,177218448
N-acetyltyrosine,Phenylalanine and Tyrosine Metabolism,485875,886492,430461,129982,637007,124229,520581,491487,531381,290970,313785,336876,204309,917734,479934,462804,1233123,539475,285085,179692,457347,197039,790686,227516,785687,3300068,219128,1093868,229347,443236,540402,555233,476979.0313,287189,472625,797465,975795,275491,430404,202434,612430,376176,494831.0313,623120,384729,313830,157718,276264,547320,619488,719416,404499,106019,789675,379830,416414
4-hydroxycinnamate,Phenylalanine and Tyrosine Metabolism,249049,189292,99622,,111008,141534,156201,162341,482857,439325,,233172,,193117,62708.0039,129350.9922,267352,338774,150038,646115,310863,122058,67521,221691,69375,223818,208270,349188,151909,111356,921697,103871,261112,324032,,257056,493166,187592,473500,106105,584655,64564,139969,70091,410080,736666,215848,123721,439357,142879,664952,1374663,738192,162319,1135569,166527
tyramine,Phenylalanine and Tyrosine Metabolism,2677967,431054.0313,737563,539371,549934,467040,794341,2222761,2574379,1185490,311490,745564,970045,639884,1107174,607879,1306203,948386.9375,511758.0313,535737,266090,1328978,1246533,281514,18071930,1101945,332627,234001408,2139361,441296,5630575,777441,860693,1311354,1991988,494457,547182,1113027,388494,1639278,553935,419184.9688,1747643,506065,608333,2837482,953428,610012,715901,411899,714079,1227090,836999,3656330.75,211687.0156,1132933
m-tyramine,Phenylalanine and Tyrosine Metabolism,,,205262.9844,199930.9844,302878,182233.0156,712460,264530,2432630,1571120.875,324060,326362.0313,1570600,1975691,257153.0156,370985,472854,139815,153830,464336.9688,1400341,287051,11553245,202001,195442,905409,343924,223606,482139.9688,534264,,5105104,,341453,689976,,,438842,2257974,,506146,,334658.9688,,175566,297217,5578071,259029,,,584360,245007.0156,209017,190151,1155604,589789
4-hydroxyphenylpyruvate,Phenylalanine and Tyrosine Metabolism,342473,714614,677566,666655,248972,255398,472827.9688,415835,345436,313363,572254,839453,267623,760518,1087021,464982,611154,565266,419543,469706.9688,947739.9375,150426,815282,672997,344968,282913,318257,278693,259203,595425,2535400,569506,150389,274679,348398,381062,171126,593430,526165,76153,502006,1912461,472192.9688,549149,764107,942608,155714,215792,325752,202749,288558,299511,675431,956547.9375,415130,401602
3-(4-hydroxyphenyl)lactate (HPLA),Phenylalanine and Tyrosine Metabolism,2511373,2745542,2120302,222131,1657012,1078106,2171301,2533670,185186,2551157,211248,751157,578477,1844836,2430097,1857351.875,1330961,1639771,1343754,1415988,432287,142855,3103760,971168.9375,350505,220951.0156,1231012,1056939,990431,741001,1179882,13341464,204948.9844,600603,1514976,6313666.5,842731,636213,2169626,257429,2337443,2338053,1223796,1814288.875,783734,4041569.75,644213,1258206,1727128,15107757,2680245,996227.9375,2298048,2289692,2580123,900159.9375
phenol sulfate,Phenylalanine and Tyrosine Metabolism,,24999,,,,,,,28765.998,726401,,,,,,26023,,,,,659841,,1826908.875,,,,,258138,948456,,,,,,,,113883,14397,,,68646,,,,461253,202757,,,,,,,,,,
p-cresol,Phenylalanine and Tyrosine Metabolism,571744,1766724.875,761991,1336323,397148,3427365,1593100,403136,,,1674434,7589725,4267074,3566152,5265686.5,306161,3699608,298575,4974240,577143,1824806,869634,1459686,5182421,1800730.875,9002023,3769019,,840554,1550398.875,1730813,4627342,544241,5845073.5,3228573,744389,1122807,1613932,1782813,1179731,498106,4594755,4982734,2330783,2256070,466310,3914628,1124503,4767591,184092,1279660,2289973,3706586.75,297964,656155.9375,4135923.25
p-cresol sulfate,Phenylalanine and Tyrosine Metabolism,1655217,1701358,556699,63701,163832,506479,688216,1711382,277385,6832910,298223,790986,495603,1657039,587823,4373246,6720774,506372,220132,1274264,6367502,1734007,10685016,598539,599705,180472,1666140,637576,23631192,2417994,1368303,4849569,366213,2335546,2267220,781309,5531493.5,5909576,1017387,437383,2319075,417800,1845757,589164,16494869,7240806,252213,632372,265006,608400,917494,2329590,113404.0078,706558,415871,1090152
dihydoxyphenylalanine (L-DOPA),Phenylalanine and Tyrosine Metabolism,2159763,527086,541046,531481,381417,2319143,1043629.938,577448,1110501,526252,789673,1713647,858351,326251,2324223,1037510,2168307,357445,1430856,1186160,494224,1301593,1726755,656782,611616,839770,2154755,1552466,910818,,1689200,2112751,541094,998899,1262592,868416,491991,,,,1976287,767089,,2060191,1750060,1287655,,1665684,1489458,2292286,546416,751816,2860694,1274881,464528,2581107
dopamine,Phenylalanine and Tyrosine Metabolism,348581.9688,,507380,514750,,,,,466230,322585,417151,,,109100,,154063,194772,,,,,,877234.9375,,,605070,538196,832169.9375,279618,,,,242139,,340122,,641404,,,,303144,,,389651,667420,109916.9922,208578,,,115272,,109430,,,,
"3,4-dihydroxyphenylacetate",Phenylalanine and Tyrosine Metabolism,,,,,,,,,337485,272387,,,,,,,,,,,,,,,,,,37186292,71994,,,,,38491,,48554,85484,,,,291011,,,,135329,,,,,8283826,,,,,,
dihydrocaffeate,Phenylalanine and Tyrosine Metabolism,10837014,1622479,190932,57111,286911,60015,425371,,22260030,13887434,,794715,128774.9922,16226379,,170514,1878518,9070774,253496,2049812,1350554,163577,958346,,3454520.25,125416,166114,89166208,5068893,239276,,7106132,2027458.875,,171627,9157383,1360615,1505361,,436072.0313,9014546,,385655.0313,169069,11645479,5210758,506441.9688,163594,230517,7895826.5,365259.0313,4823984,,14626442,8886159,580169
(R)-salsolinol,Phenylalanine and Tyrosine Metabolism,188847,511719,1629661,1973419,1925383,212219,501774.9688,,70930472,546744,1137874,765130,583798,2517736,285475,1041972,256790,1305337,325050,421632,2861010,3293917,11778510,179244,281342,961299,5551349,,2205161,4556149,,1765888,,,1624113,566639,1578510,1331123,13963460,,1909128,,553840,329097,1597996,,1217861,902305,,822373,,,708362,1048364.938,3571728,307919
o-Tyrosine,Phenylalanine and Tyrosine Metabolism,1037733,340915,435068,299647,165471.0156,751647,815563,542325,442811,434298,598526,1094295,505887.9688,423364,870329,654125,1842590,,735792,975826,184946,158767.9844,1033093,645046.9375,300307,1011660,372038,1757203,700510,535890,372672.0313,276973,559695,,1022281,514125,,832016,525943,,857479.9375,740336,857110,1027079,678566,,581600,215248,496930,227873,709363,393025,499570,591096,244891,943713
gentisate,Phenylalanine and Tyrosine Metabolism,18257812,13453909,2049419,880411,285905,215422,8032322,5030727,7590982,8927007,869857,476592,731830,3832621,2234278,7946131,1641202,3196808,507831,8053925,7088334,1126075,7167615,3261865,1992360,1507930,1117475,7682013,1809394,2334797,2883649,13284291,4395801,6492925,2225592,6897290,3909641,3224179,5156775,2897214,6331201,1555510,2760803,2542333,7319442,12123472,2891762,1785256,3986541,12982224,7043659,6806117,525737,7704732,3301500,3500604
3-(3-hydroxyphenyl)propionate sulfate,Phenylalanine and Tyrosine Metabolism,405200.9688,,,,,,,,211739,4931047,,,,,,,131225,,,,576392,,,,,,69860,133663,583353,,,1424907,,,,,15429370,,,,688072,,,,133905,4254793,,,,2290264,,173916,,,52674,
valerylphenylalanine,Phenylalanine and Tyrosine Metabolism,56693,116242,41564,,140774,,55263,95167,,,,30189,,293775,257871,66961,253787,,108611,,30649,,255110,66318,236581,2470205,18912,263546,29520,61259,41931,49685,154831,48192,,60445,,,27378,,146968,229415,54213,516723,170063,68416,,36083,356182,,222051,64893,,55300,48337,
3-(3-hydroxyphenyl)propionate,Phenylalanine and Tyrosine Metabolism,118688552,2080696,474695,1244385,,137220,653962,1524443,179167952,91472776,979660,718395,434974,823539,623662,156549,41218600,581624,309826,5613209,39590532,3049723,1085303,480078,2418989,4373604,21122464,29091644,37168932,1115758,401414,227991296,19828320,2599801,3381619,4199564,80697520,1853516,281295,294323,121059784,506855,1521709,1711896,4999981,161446384,107495280,302606,50051752,516106336,4156076,145802528,26688640,515966,119980144,1489854
3-(4-hydroxyphenyl)propionate,Phenylalanine and Tyrosine Metabolism,13156482,373765,82310,230120,,,172812,733018,13832573,5369345,549220,284060,119856,265824,310951,337374,7597025.5,367304,190691,293849,278124,499550,173520,117663,1059732,1390717,2529467,28855516,8090703,,945315,1049161,2962870,263652,118284,350400,26467702,217283,177247,,65290984,227300,446421,720948,910736,37351096,14459647,143658,31902654,2840961,501587.9688,96860400,31537266,338539,17741612,192724
3-phenylpropionate (hydrocinnamate),Phenylalanine and Tyrosine Metabolism,5385153.5,66404412,41866984,141412064,14219282,17987616,37171832,110465224,94506496,160368768,43518644,40623216,10292196,70129176,24276988,20361164,4591067,107495336,74318512,88405680,43345552,17542870,32592484,26235532,73507536,97573184,881041,32510392,4712268,24237714,48893256,103831520,427942752,50656368,39709540,59354512,4174247,37569176,41430804,6554191.5,6904061,64346332,46490812,134889152,108646896,6301797,5058995,53399864,178339328,145515744,238863776,3669997,210026,52189312,1326620,117222328
2-hydroxyphenylacetate,Phenylalanine and Tyrosine Metabolism,306874,515406,,,,,698447,837096,991936,1019045.063,,,,1089643,1250016,,1056120,704712,594382,413921,,,872253,388246,657601,1287847,,1288156,904362,,787339.9375,335259,714092,442367.9688,,760385,463538,1034153,989796,,1074369,592253,533506,1460939,539592,,1716217.875,,376638,305150,407781,844787.9375,,134995,,922813
tyramine O-sulfate,Phenylalanine and Tyrosine Metabolism,3257539,299553,54983184,3905711,13093896,17847836,3386432,2060464,618081,2015956,10521896,9793915,20088536,48523828,21134418,7247525,,377711,16251358,197764176,,,63001280,4531000,3598256,1307920,1783729,,2511082,12817,1982070,12455301,416084,,27930776,290063,,30104400,27491,,,3173616,197029,3220764.25,79785528,277091,647507,42048360,11286423,6166143,9427306,,2301130,469435,,12646455
N-formylphenylalanine,Phenylalanine and Tyrosine Metabolism,317902,391632.9688,454033,456751,103535,308409,435753.0313,359066.0313,159822,250421,627699,353530.9688,400168,396201.9688,455317.0313,592438,263237,268171,170830,160232,302080,251401,199789.0156,552284,191735,657086,371552,924906,160823,351221.9688,340535,169772,420154,369190,434439,301714,175924,371786,114578,363935.0313,215302,616871,484762,468207,124326,381408,183805,395156,538487,,457414,415825.9688,266871,480126,154016,425916
tryptophan,Tryptophan Metabolism,139318624,88172896,96839096,53545684,59384688,53771600,56975432,143814192,80374096,119233672,37501172,55326032,45548972,56371412,69540776,76457408,109598728,30929120,66207076,89221904,155982144,78393976,206710144,80141440,69763488,47046860,90371688,106683392,82825640,64787316,64758204,140585184,61287652,71455712,55311792,82468872,62363812,74123656,61091576,38249460,102000232,76417704,48319912,82529248,82646192,118467296,66746856,49844520,41578536,109421200,83247240,57664420,35822672,78668752,89680096,73891000
N-acetyltryptophan,Tryptophan Metabolism,,,56028,,118141,27471,,143558,125788,,,,,79861,,,,57378.0039,,,201399,18186,160575,,176954.0156,214967,45118,222847,,,,,192696,,,,,,,,,,,93969,,,,,,99585,,,,,,
tryptamine,Tryptophan Metabolism,,,785726,279167,141815,,83733,360088,2018941,1060763,,,284821,171377,212913,47075,805428,,114014,228308,,2125382,1376057,9688572,10300644,801970,168689,,1338712,89099,2180993,168418,198507,78165,245892,112175,87677,300587,921870,955084.0625,1174958,743555,748080,1071711,2861743,2183082,2287990,600345,1829200,959621,2852945,1961414,797356,3037120,1398052,2885546
